id_hospital,nome_hospital,estado,cidade,tipo_unidade,qtd_leitos,ocupacao_perc,pacientes_em_espera,qtd_medicos,qtd_enfermeiros,qtd_atendimentos_mes,tempo_medio_espera_min,gastos_mensais_R$,repasses_sus_R$,taxa_mortalidade_%,tipo_gestao,indice_satisfacao,data
6f14df0a,Hospital Vida 406,AC,Vitória,Hospital Geral,155,22.0,83,95,150,1108,45.57,917169.53,353314.8,13.19,Estadual,1.7,16/10/2024
f847cfd5,Hospital Bem Estar 622,AC,Salvador,UPA,271,59.9,75,71,128,7621,71.32,356487.12,220990.26,12.94,Estadual,2.6,26/12/2024
4207dc51,Hospital Esperança 942,AC,São Paulo,Posto de Saúde,392,23.4,101,81,10,4401,169.5,547851.83,523153.9,4.48,Estadual,4.8,04/11/2024
c0faabdf,Hospital Vida 555,AC,Campo Grande,Unidade Mista,164,34.8,113,98,69,825,35.35,174294.82,691540.53,4.72,Estadual,4.7,13/06/2024
3bb68e0f,Hospital Esperança 355,AC,Macapá,Hospital Especializado,250,90.1,77,36,84,3356,106.06,288821.05,281297.34,2.22,Estadual,3.8,12/02/2025
ba82a045,Hospital Vida 105,AC,Porto Velho,Hospital Geral,308,28.2,40,19,117,4467,90.06,773102.61,412711.95,5.89,Municipal,4.8,09/11/2024
ba4e3e39,Hospital Bem Estar 84,AC,Belo Horizonte,UPA,308,21.4,16,9,129,5282,106.36,233191.49,709585.74,0.28,Municipal,3.4,16/02/2025
60399fac,Hospital Vida 144,AC,Rio Branco,Posto de Saúde,413,85.6,64,33,13,9775,169.46,652594.55,193354.35,8.6,Municipal,4.4,24/05/2024
dbb8760a,Hospital Saúde 486,AC,Belém,Unidade Mista,101,62.7,70,66,124,413,81.09,396156.42,213409.54,1.69,Municipal,1.3,12/07/2024
e48564f9,Hospital Esperança 63,AC,Fortaleza,Hospital Especializado,25,79.6,119,61,73,4515,128.85,989155.79,119081.0,3.88,Municipal,3.8,28/01/2025
37db1faf,Hospital Saúde 16,AC,Cuiabá,Hospital Geral,103,59.7,76,28,15,4914,86.98,541041.36,307277.03,4.55,Federal,1.4,23/10/2024
c4a7a828,Hospital Esperança 330,AC,Palmas,UPA,386,69.6,138,42,150,9505,18.1,277249.45,91761.68,9.12,Federal,1.9,11/06/2024
d191e874,Hospital Esperança 991,AC,Campo Grande,Posto de Saúde,136,68.8,140,20,65,1774,87.81,872084.6,769124.57,6.54,Federal,2.9,08/11/2024
cd0703fe,Hospital Bem Estar 279,AC,Cuiabá,Unidade Mista,432,26.0,131,97,133,4359,35.69,848093.67,344038.46,14.4,Federal,3.5,13/06/2024
c7711dbc,Hospital Saúde 982,AC,Recife,Hospital Especializado,473,80.5,87,35,75,7393,64.42,103165.3,744805.02,11.51,Federal,4.7,18/10/2024
243fae6f,Hospital Esperança 66,AC,Palmas,Hospital Geral,372,44.9,115,97,41,5471,77.8,287462.42,679918.09,11.2,Estadual,4.7,19/03/2025
1737a281,Hospital Saúde 716,AC,Belém,UPA,153,44.9,44,80,139,4388,146.45,699227.54,323316.82,1.05,Estadual,4.3,02/08/2024
02a9c402,Hospital Saúde 40,AC,Belém,Posto de Saúde,318,26.2,54,81,62,5493,105.61,763055.8,842940.37,1.37,Estadual,1.2,16/07/2024
895fe1fc,Hospital Vida 840,AC,Vitória,Unidade Mista,126,56.5,125,75,16,449,134.56,884226.48,890329.24,12.16,Estadual,1.5,28/12/2024
714e6358,Hospital Vida 978,AC,Brasília,Hospital Especializado,416,59.2,79,61,70,7385,132.99,515292.88,464208.84,9.43,Estadual,2.7,18/03/2025
670b9d7c,Hospital Vida 112,AC,Recife,Hospital Geral,173,57.8,13,12,133,1395,20.24,151433.7,58942.33,8.32,Municipal,4.8,02/06/2024
1b568640,Hospital Esperança 249,AC,Recife,UPA,311,80.5,100,6,63,6884,31.8,827931.1,277150.5,12.74,Municipal,4.6,16/04/2024
5ac5bd59,Hospital Esperança 460,AC,Rio Branco,Posto de Saúde,25,50.9,107,29,20,7006,125.2,286889.84,874969.46,13.42,Municipal,4.3,07/10/2024
b57b4df6,Hospital Bem Estar 767,AC,João Pessoa,Unidade Mista,361,83.9,139,44,110,7823,59.48,875566.49,325149.59,7.89,Municipal,3.0,10/07/2024
b5dcc051,Hospital Saúde 655,AC,João Pessoa,Hospital Especializado,355,80.7,126,50,108,7005,112.8,743632.54,748563.48,3.33,Municipal,4.4,07/06/2024
460eded0,Hospital Esperança 900,AC,Vitória,Hospital Geral,338,97.3,79,39,123,404,164.13,980731.54,30016.12,4.03,Federal,3.2,05/01/2025
bf8bc4ae,Hospital Vida 566,AC,Curitiba,UPA,306,99.8,82,46,96,2153,102.81,150616.68,352148.88,6.69,Federal,1.2,05/04/2025
d920bbd5,Hospital Bem Estar 738,AC,Campo Grande,Posto de Saúde,141,83.8,108,21,59,7467,115.51,370334.96,784024.37,3.83,Federal,1.6,16/05/2024
4d198aeb,Hospital Vida 733,AC,Aracaju,Unidade Mista,389,98.1,126,57,12,4749,66.78,674917.23,724271.69,4.33,Federal,3.0,27/05/2024
a52ca4ed,Hospital Esperança 835,AC,Brasília,Hospital Especializado,81,92.1,135,11,17,9904,134.61,997739.61,313908.29,4.23,Federal,3.4,08/08/2024
f29bfbf2,Hospital Bem Estar 165,AC,Cuiabá,Hospital Geral,134,60.0,147,82,78,5800,117.36,273298.32,828174.39,12.9,Estadual,3.7,29/04/2024
fa9cef1d,Hospital Esperança 79,AC,Porto Velho,UPA,56,77.2,116,59,61,1865,140.81,773064.41,720440.76,0.99,Estadual,1.6,25/03/2025
ba0fab5c,Hospital Vida 202,AC,Salvador,Posto de Saúde,497,69.5,131,63,32,1216,103.0,134899.15,606771.17,12.74,Estadual,3.1,07/05/2024
be44aec9,Hospital Vida 649,AC,Florianópolis,Unidade Mista,123,45.9,109,8,71,1938,128.95,422923.11,384445.7,4.47,Estadual,3.8,16/11/2024
05adb5bd,Hospital Saúde 810,AC,Boa Vista,Hospital Especializado,154,82.4,132,71,65,924,154.36,362320.15,41610.28,0.62,Estadual,2.5,06/03/2025
425631ec,Hospital Bem Estar 491,AC,Palmas,Hospital Geral,32,82.0,50,59,6,7321,49.41,502726.23,198021.26,9.77,Municipal,2.4,13/08/2024
51caa8c4,Hospital Vida 319,AC,Natal,UPA,239,42.8,2,17,80,169,70.84,729173.49,415237.75,14.18,Municipal,1.1,15/05/2024
1a2e2025,Hospital Esperança 39,AC,Manaus,Posto de Saúde,191,52.9,148,84,129,4946,70.89,86387.87,710640.62,2.61,Municipal,2.5,27/10/2024
9d04df1d,Hospital Esperança 492,AC,Fortaleza,Unidade Mista,474,46.9,119,15,116,482,106.79,281861.96,804706.25,8.76,Municipal,3.4,05/04/2025
8ffd1a23,Hospital Bem Estar 620,AC,Campo Grande,Hospital Especializado,487,26.7,58,90,62,4133,85.05,781894.61,747194.69,13.03,Municipal,3.6,02/02/2025
0a76d4b7,Hospital Saúde 815,AC,Goiânia,Hospital Geral,372,91.7,17,82,8,6307,38.18,81333.75,230017.67,12.2,Federal,2.5,07/02/2025
430c1dda,Hospital Vida 415,AC,Vitória,UPA,222,43.8,86,63,133,3174,66.13,145469.4,64551.75,8.37,Federal,3.2,30/09/2024
7fdaf9ed,Hospital Vida 215,AC,Macapá,Posto de Saúde,52,73.0,50,69,24,5017,42.61,972715.03,527115.22,7.08,Federal,3.3,17/07/2024
feb7e588,Hospital Esperança 395,AC,Maceió,Unidade Mista,411,44.2,144,30,150,6331,126.32,644496.46,737118.13,4.9,Federal,3.5,26/02/2025
d4b0fa5c,Hospital Vida 103,AC,Cuiabá,Hospital Especializado,325,25.3,45,25,150,2892,102.79,808477.44,149448.86,12.6,Federal,2.5,10/04/2025
b58581f4,Hospital Saúde 877,AC,Vitória,Hospital Geral,180,69.7,46,25,97,343,131.12,877280.17,122942.31,12.33,Estadual,1.6,14/04/2024
ebe0c763,Hospital Bem Estar 528,AC,Cuiabá,UPA,71,97.1,80,14,42,9937,155.79,890564.45,696229.5,0.64,Estadual,1.3,31/12/2024
e96a27ad,Hospital Esperança 285,AC,Porto Alegre,Posto de Saúde,384,39.6,16,63,6,8988,107.96,945720.89,594197.42,11.06,Estadual,1.0,14/04/2024
04ad1dd0,Hospital Saúde 576,AC,Goiânia,Unidade Mista,288,44.8,66,67,136,5860,114.81,902861.27,616301.38,3.77,Estadual,3.0,03/04/2025
6f2a36ff,Hospital Bem Estar 524,AC,Salvador,Hospital Especializado,18,83.6,84,25,131,4907,121.27,874339.56,556397.99,0.63,Estadual,3.4,12/08/2024
938f0bcb,Hospital Bem Estar 939,AC,Palmas,Hospital Geral,335,37.6,87,57,35,6290,34.6,440047.81,876798.04,2.38,Municipal,4.7,11/12/2024
c3e117e1,Hospital Vida 723,AC,São Luís,UPA,435,54.7,95,43,110,1810,100.41,785767.43,468526.18,5.19,Municipal,4.1,05/04/2025
e7909d25,Hospital Vida 372,AC,Belém,Posto de Saúde,277,57.1,102,64,84,3633,39.43,336050.7,75142.02,13.68,Municipal,3.3,14/06/2024
6a128f06,Hospital Vida 633,AC,Belém,Unidade Mista,415,57.4,92,86,121,3202,63.36,345633.51,837346.08,10.84,Municipal,1.4,21/11/2024
3be6334c,Hospital Bem Estar 981,AC,Porto Velho,Hospital Especializado,109,75.0,106,69,13,4687,105.51,78118.51,641300.19,12.51,Municipal,4.7,13/03/2025
72b0d713,Hospital Bem Estar 794,AC,Boa Vista,Hospital Geral,351,98.5,26,67,127,5784,129.75,959191.79,122338.63,6.89,Federal,2.1,25/05/2024
daf09031,Hospital Bem Estar 558,AC,Teresina,UPA,16,28.2,28,12,55,6554,137.14,70904.29,114785.71,2.6,Federal,3.3,16/01/2025
b7ab0175,Hospital Vida 63,AC,Curitiba,Posto de Saúde,187,44.7,55,85,47,1446,19.21,439084.31,618817.68,14.7,Federal,1.8,18/07/2024
11d7548c,Hospital Bem Estar 6,AC,São Paulo,Unidade Mista,404,89.2,56,91,125,6925,13.67,407005.44,506490.46,13.59,Federal,4.2,06/02/2025
c9e05a7c,Hospital Saúde 675,AC,Porto Alegre,Hospital Especializado,91,69.0,56,81,26,2453,171.67,632247.83,274495.79,10.52,Federal,3.6,09/05/2024
eb126bbe,Hospital Bem Estar 18,AC,Cuiabá,Hospital Geral,443,46.9,42,34,134,8077,35.8,185327.4,830386.66,3.42,Estadual,4.5,10/04/2025
cd6d93da,Hospital Bem Estar 523,AC,Campo Grande,UPA,268,21.3,135,71,38,870,120.68,619094.69,219492.98,8.36,Estadual,1.3,16/03/2025
18fa92a4,Hospital Esperança 83,AC,Maceió,Posto de Saúde,64,23.6,0,29,76,5982,169.47,670610.44,226763.04,3.23,Estadual,2.6,24/12/2024
6cd144ed,Hospital Vida 736,AC,Campo Grande,Unidade Mista,40,74.5,145,51,5,7954,51.45,392519.15,402072.75,3.87,Estadual,4.9,05/07/2024
b5fbdca5,Hospital Esperança 360,AC,Curitiba,Hospital Especializado,42,80.6,49,70,119,9898,62.76,93739.64,166446.04,12.26,Estadual,1.5,09/02/2025
d313e019,Hospital Esperança 14,AC,Vitória,Hospital Geral,51,99.4,126,17,7,5595,110.02,146296.78,393975.85,4.06,Municipal,1.3,11/09/2024
7fc1ad63,Hospital Esperança 401,AC,São Luís,UPA,134,43.8,109,17,43,3354,36.85,189871.47,839090.14,14.39,Municipal,2.7,23/06/2024
99ce5e71,Hospital Esperança 47,AC,João Pessoa,Posto de Saúde,315,42.6,105,7,65,7186,120.72,374722.62,646551.47,7.49,Municipal,2.5,27/06/2024
239b41d9,Hospital Bem Estar 816,AC,Porto Alegre,Unidade Mista,380,90.8,25,21,20,5128,119.34,92811.93,563462.24,11.82,Municipal,1.6,16/10/2024
561d5dd2,Hospital Esperança 586,AC,Vitória,Hospital Especializado,39,47.0,12,75,140,7517,157.89,946348.81,373200.53,4.35,Municipal,1.2,17/12/2024
e5cb7a9f,Hospital Bem Estar 227,AC,Porto Velho,Hospital Geral,318,55.1,130,80,57,3955,21.27,505923.44,409369.16,12.51,Federal,3.8,04/04/2025
b3d7ceb1,Hospital Saúde 129,AC,Teresina,UPA,136,26.2,63,8,150,3603,153.23,82094.86,699549.95,5.25,Federal,2.6,02/04/2025
9cc4bd73,Hospital Esperança 394,AC,Vitória,Posto de Saúde,388,79.2,132,86,142,5361,142.94,871291.4,342399.64,7.11,Federal,2.9,26/05/2024
9afee221,Hospital Bem Estar 250,AC,São Paulo,Unidade Mista,330,57.3,3,88,99,6154,30.89,603986.52,405539.2,12.46,Federal,2.1,19/11/2024
d0c6c182,Hospital Vida 354,AC,Porto Velho,Hospital Especializado,399,74.4,138,22,37,4374,20.75,728430.2,862675.17,0.92,Federal,1.8,27/01/2025
0bf46bcf,Hospital Esperança 546,AC,São Paulo,Hospital Geral,402,70.9,106,49,59,3059,137.67,330298.98,623432.56,4.83,Estadual,1.4,11/12/2024
285384b6,Hospital Bem Estar 391,AC,Macapá,UPA,346,47.6,72,27,73,3237,18.03,992647.23,369107.99,5.91,Estadual,4.6,04/08/2024
524f6689,Hospital Saúde 844,AC,Vitória,Posto de Saúde,296,89.7,99,38,7,4288,95.63,404671.94,824614.58,2.1,Estadual,2.1,24/01/2025
7bb32ca2,Hospital Saúde 547,AC,Porto Alegre,Unidade Mista,456,95.5,20,25,69,360,147.67,810748.51,497485.3,9.97,Estadual,3.9,02/01/2025
46c0522a,Hospital Saúde 808,AC,Macapá,Hospital Especializado,13,45.0,93,5,22,1575,80.24,219942.04,643506.57,14.82,Estadual,3.0,25/04/2024
a368c130,Hospital Vida 949,AC,Curitiba,Hospital Geral,22,81.8,77,67,114,6210,139.93,997231.92,798074.97,2.92,Municipal,1.2,31/01/2025
463600fe,Hospital Bem Estar 527,AC,Macapá,UPA,445,77.0,31,76,35,2944,45.95,905932.61,588338.11,9.09,Municipal,4.6,04/06/2024
7f264aef,Hospital Vida 921,AC,Cuiabá,Posto de Saúde,368,60.1,88,80,19,100,136.34,685500.36,185715.08,9.55,Municipal,1.2,23/11/2024
8c1a0031,Hospital Bem Estar 134,AC,Rio Branco,Unidade Mista,14,62.4,61,47,13,5707,113.91,228515.43,194619.27,4.57,Municipal,3.5,05/12/2024
70575f6f,Hospital Bem Estar 664,AC,Porto Alegre,Hospital Especializado,57,30.2,36,97,140,4073,42.42,325489.5,671388.77,9.87,Municipal,2.8,09/10/2024
f048e943,Hospital Saúde 299,AC,Vitória,Hospital Geral,73,55.5,147,57,29,1776,127.79,985765.04,382433.85,14.17,Federal,2.9,27/11/2024
e569ea10,Hospital Bem Estar 340,AC,Belém,UPA,10,36.7,79,39,98,9400,19.63,903451.78,650838.2,13.98,Federal,2.3,21/10/2024
c2c8ba50,Hospital Esperança 50,AC,Maceió,Posto de Saúde,133,74.1,132,68,140,8633,94.16,69719.48,51340.85,8.18,Federal,4.3,21/05/2024
833b8f28,Hospital Vida 559,AC,Cuiabá,Unidade Mista,475,29.7,25,19,122,4350,83.72,142785.44,899960.39,14.08,Federal,2.3,22/08/2024
d2ae8024,Hospital Esperança 378,AC,Vitória,Hospital Especializado,196,80.7,82,59,95,9415,28.88,656535.81,817325.48,7.86,Federal,5.0,26/09/2024
96e40eb8,Hospital Vida 846,AC,Boa Vista,Hospital Geral,481,100.0,38,53,56,7871,119.43,343564.77,561179.64,10.79,Estadual,1.7,31/10/2024
0cfbe4b4,Hospital Vida 48,AC,Cuiabá,UPA,74,55.2,45,34,47,4190,124.66,775650.52,258214.32,6.75,Estadual,3.6,08/02/2025
a08dbc94,Hospital Saúde 654,AC,Curitiba,Posto de Saúde,386,29.3,38,79,57,8506,78.62,317573.15,21358.35,6.18,Estadual,2.4,22/07/2024
f2215670,Hospital Vida 956,AC,Boa Vista,Unidade Mista,136,89.4,44,63,133,5137,135.65,327943.04,627511.87,12.92,Estadual,2.9,26/04/2024
a6669834,Hospital Vida 754,AC,Maceió,Hospital Especializado,342,88.2,44,89,27,2955,46.59,566397.82,781180.26,2.21,Estadual,4.2,17/09/2024
4a408c3a,Hospital Saúde 431,AC,São Luís,Hospital Geral,228,86.4,37,31,100,5531,133.67,603366.9,572653.76,2.72,Municipal,3.9,09/01/2025
56d4998d,Hospital Vida 914,AC,Fortaleza,UPA,397,45.5,48,45,22,1270,132.47,602957.39,194099.94,13.26,Municipal,1.1,15/08/2024
67e034b9,Hospital Esperança 414,AC,Cuiabá,Posto de Saúde,90,84.3,136,88,85,343,157.56,179003.45,842535.41,13.48,Municipal,1.2,08/08/2024
9b6dba92,Hospital Esperança 670,AC,Maceió,Unidade Mista,206,31.3,103,63,12,8697,96.14,588554.23,693874.59,13.8,Municipal,1.7,19/09/2024
311f842d,Hospital Esperança 627,AC,Teresina,Hospital Especializado,438,81.6,111,81,28,2591,178.46,403727.3,713633.91,3.26,Municipal,4.2,21/01/2025
682dbe56,Hospital Bem Estar 975,AC,Aracaju,Hospital Geral,455,31.2,121,25,46,109,176.15,997749.25,693829.87,6.81,Federal,4.5,26/10/2024
1d15e9f3,Hospital Bem Estar 156,AC,Macapá,UPA,341,99.4,56,26,128,7921,133.3,693746.64,871161.26,6.09,Federal,3.4,29/08/2024
7a7f5452,Hospital Esperança 448,AC,Salvador,Posto de Saúde,80,75.3,141,44,40,6078,19.16,567140.27,353978.59,4.03,Federal,3.1,09/09/2024
26309acb,Hospital Esperança 477,AC,Recife,Unidade Mista,224,34.9,85,62,8,4316,68.4,222038.36,444605.33,6.54,Federal,1.4,23/04/2024
70eb537c,Hospital Esperança 732,AC,Porto Velho,Hospital Especializado,451,56.2,24,57,61,8505,64.87,288583.08,421919.66,12.47,Federal,1.6,17/01/2025
5a5c5f0f,Hospital Bem Estar 722,AC,Porto Velho,Hospital Geral,205,83.7,100,85,85,6797,74.12,148114.32,265090.77,4.99,Estadual,3.6,07/01/2025
092d45db,Hospital Saúde 944,AC,Recife,UPA,209,49.1,39,43,137,2693,47.72,439641.27,511099.62,14.04,Estadual,1.0,30/06/2024
e4cf814f,Hospital Bem Estar 587,AC,Teresina,Posto de Saúde,262,32.7,39,18,127,5027,23.32,963223.48,778964.81,13.85,Estadual,3.5,06/12/2024
d6e30712,Hospital Esperança 307,AC,Salvador,Unidade Mista,467,82.7,84,59,16,4320,103.74,576052.14,91935.95,4.31,Estadual,3.1,26/07/2024
fd4fcf8c,Hospital Esperança 596,AC,Rio Branco,Hospital Especializado,140,25.7,131,37,142,5714,52.6,700011.62,342903.6,9.56,Estadual,1.1,30/10/2024
49742962,Hospital Esperança 150,AC,Belém,Hospital Geral,163,76.1,135,37,123,4263,160.08,914315.56,819411.79,14.13,Municipal,2.0,03/06/2024
7f33cbe0,Hospital Bem Estar 260,AC,Macapá,UPA,224,90.9,41,45,70,7337,54.06,785643.62,730616.8,10.5,Municipal,2.5,18/11/2024
06b66d8e,Hospital Esperança 669,AC,Palmas,Posto de Saúde,182,45.8,8,28,32,1570,68.95,508859.76,219596.25,0.76,Municipal,1.2,08/04/2025
ca053711,Hospital Vida 643,AC,Manaus,Unidade Mista,140,89.5,35,96,105,7476,162.81,264735.88,554775.49,9.98,Municipal,2.6,06/03/2025
2e411d24,Hospital Vida 389,AC,Rio Branco,Hospital Especializado,162,76.8,67,30,141,5806,88.02,416512.63,687696.29,1.14,Municipal,2.6,31/05/2024
c1af8b76,Hospital Esperança 659,AC,Rio de Janeiro,Hospital Geral,386,94.8,32,30,103,3723,122.66,734009.21,460506.22,4.85,Federal,4.1,06/09/2024
34032847,Hospital Esperança 79,AC,Porto Velho,UPA,356,23.1,24,49,133,9447,62.11,138932.73,757289.22,1.13,Federal,4.3,26/08/2024
9ecc03a1,Hospital Saúde 99,AC,São Luís,Posto de Saúde,337,33.9,65,32,57,9614,126.44,100334.15,425461.83,1.6,Federal,3.5,31/08/2024
589dffda,Hospital Vida 743,AC,Rio Branco,Unidade Mista,296,26.0,120,79,114,1730,76.62,504638.26,283925.5,8.5,Federal,4.1,24/03/2025
e00375c8,Hospital Esperança 25,AC,João Pessoa,Hospital Especializado,230,77.8,139,29,121,7447,30.31,261660.82,251945.01,8.78,Federal,1.5,13/12/2024
ca9f4baf,Hospital Esperança 881,AC,Vitória,Hospital Geral,83,60.0,127,44,14,4895,163.37,404768.5,722231.42,14.6,Estadual,3.1,12/09/2024
fa786da9,Hospital Saúde 480,AC,Vitória,UPA,398,99.3,126,10,84,3719,86.01,406907.61,227840.94,6.23,Estadual,2.2,02/08/2024
8de1e453,Hospital Bem Estar 889,AC,Boa Vista,Posto de Saúde,374,31.1,133,39,8,1232,54.57,540089.19,21738.91,8.81,Estadual,2.0,13/08/2024
be4ebd77,Hospital Esperança 340,AC,Campo Grande,Unidade Mista,30,78.8,124,99,38,4849,105.61,66942.41,510654.39,9.4,Estadual,4.4,10/04/2025
de644984,Hospital Bem Estar 359,AC,Salvador,Hospital Especializado,484,71.4,139,21,108,3756,151.07,249281.01,226774.42,7.16,Estadual,2.6,20/04/2024
6c292e93,Hospital Bem Estar 580,AC,Campo Grande,Hospital Geral,416,72.1,21,68,134,2061,90.07,198658.63,665931.91,0.84,Municipal,3.9,03/04/2025
b097d5cd,Hospital Vida 792,AC,Aracaju,UPA,392,40.2,32,63,118,9862,135.76,253272.99,396582.58,12.15,Municipal,2.7,26/02/2025
725eea62,Hospital Vida 758,AC,Brasília,Posto de Saúde,161,91.8,35,21,125,857,85.66,362256.75,712125.32,7.47,Municipal,1.6,31/03/2025
1009117d,Hospital Bem Estar 430,AC,Boa Vista,Unidade Mista,498,85.3,72,80,77,9689,110.11,172655.82,228191.92,1.66,Municipal,1.1,26/05/2024
a5eb75cd,Hospital Esperança 428,AC,Palmas,Hospital Especializado,216,33.1,135,43,41,435,169.29,946302.57,850021.23,2.54,Municipal,2.7,08/10/2024
0eec7ea5,Hospital Bem Estar 444,AC,Cuiabá,Hospital Geral,436,31.4,108,42,6,4796,35.39,747242.96,405827.25,10.73,Federal,3.5,07/01/2025
197eddf9,Hospital Saúde 549,AC,Salvador,UPA,297,81.2,90,5,21,2054,117.75,315762.43,486221.41,11.24,Federal,3.2,19/09/2024
6ba6e130,Hospital Vida 227,AC,Boa Vista,Posto de Saúde,338,83.8,22,33,23,5681,121.64,683078.83,360727.16,6.87,Federal,4.7,17/06/2024
ec4ed22d,Hospital Vida 255,AC,Rio Branco,Unidade Mista,402,75.0,42,43,35,2657,129.54,955921.54,722419.03,5.09,Federal,2.5,30/05/2024
c3da76ca,Hospital Vida 322,AC,Porto Velho,Hospital Especializado,119,58.9,38,32,135,2560,77.3,633469.4,503769.31,12.66,Federal,4.1,26/08/2024
20b565d7,Hospital Saúde 556,AC,Recife,Hospital Geral,186,33.2,24,16,15,254,172.77,585245.78,611556.25,13.87,Estadual,3.0,11/10/2024
a2487a04,Hospital Vida 534,AC,Rio de Janeiro,UPA,52,60.4,141,21,87,6250,76.61,821382.08,220718.65,12.65,Estadual,4.5,07/11/2024
0c0bb2e8,Hospital Esperança 833,AC,Campo Grande,Posto de Saúde,235,73.1,77,30,76,4179,160.37,584647.48,539231.96,3.62,Estadual,1.2,23/06/2024
8e02b172,Hospital Bem Estar 36,AC,Maceió,Unidade Mista,436,61.7,131,19,84,6827,177.7,189814.55,172589.18,4.89,Estadual,2.7,04/06/2024
a88555f8,Hospital Esperança 953,AC,Teresina,Hospital Especializado,207,20.6,88,21,144,6739,113.17,249552.63,763164.07,2.65,Estadual,1.4,10/07/2024
f70244df,Hospital Bem Estar 924,AC,São Paulo,Hospital Geral,22,97.5,66,38,81,5241,55.09,572848.96,139945.98,6.65,Municipal,1.9,02/03/2025
d24245da,Hospital Esperança 769,AC,Rio Branco,UPA,48,66.6,68,13,74,848,74.04,344983.9,133344.95,10.84,Municipal,4.2,04/12/2024
1f8cb864,Hospital Bem Estar 176,AC,Aracaju,Posto de Saúde,168,85.7,73,35,134,3660,36.34,467305.22,241118.83,8.58,Municipal,2.3,13/07/2024
8e9390a9,Hospital Esperança 287,AC,Porto Velho,Unidade Mista,331,48.8,67,41,132,4467,103.59,307250.33,105149.71,0.57,Municipal,2.8,04/03/2025
00b43ba7,Hospital Vida 736,AC,Cuiabá,Hospital Especializado,207,39.0,73,59,83,9575,76.75,564708.43,64214.28,4.12,Municipal,3.0,05/07/2024
0f1c2ed9,Hospital Saúde 15,AC,Palmas,Hospital Geral,202,23.0,57,37,113,8573,151.43,807341.03,153093.64,5.89,Federal,1.5,28/04/2024
6ab4622d,Hospital Esperança 531,AC,Belém,UPA,285,56.0,104,28,48,718,59.9,260045.06,112096.39,13.33,Federal,1.4,09/06/2024
1637c674,Hospital Esperança 60,AC,Boa Vista,Posto de Saúde,36,68.6,137,12,81,2463,117.19,389703.44,710754.24,7.7,Federal,1.5,12/07/2024
462d6e01,Hospital Bem Estar 73,AC,Palmas,Unidade Mista,341,99.9,9,58,143,1958,95.97,772561.48,658298.12,1.7,Federal,3.9,07/07/2024
279f1142,Hospital Esperança 879,AC,São Luís,Hospital Especializado,161,43.3,46,13,41,7647,78.15,215212.11,527743.47,11.03,Federal,1.2,21/04/2024
83be50e1,Hospital Bem Estar 191,AC,Boa Vista,Hospital Geral,162,74.4,105,61,75,7082,159.83,176592.27,838817.85,4.12,Estadual,3.8,16/10/2024
f4eb5e6e,Hospital Bem Estar 828,AC,Vitória,UPA,275,96.2,95,82,123,3353,168.01,515195.0,756789.98,2.47,Estadual,2.0,18/04/2024
3bc033b5,Hospital Bem Estar 564,AC,João Pessoa,Posto de Saúde,88,27.0,62,96,117,3610,95.41,846194.48,277844.53,4.64,Estadual,2.7,14/08/2024
6c640c85,Hospital Saúde 94,AC,Goiânia,Unidade Mista,388,38.2,63,99,22,9161,104.69,789043.38,385201.82,4.95,Estadual,4.8,08/11/2024
726a348b,Hospital Bem Estar 630,AC,Porto Alegre,Hospital Especializado,206,93.0,57,60,27,8009,169.88,689494.43,71586.8,8.27,Estadual,3.8,07/03/2025
7c935d79,Hospital Saúde 395,AC,Fortaleza,Hospital Geral,427,77.8,35,33,122,5979,88.67,89379.35,84493.15,7.73,Municipal,4.0,09/08/2024
93d5aaf6,Hospital Bem Estar 888,AC,Rio de Janeiro,UPA,20,94.8,109,41,21,8675,132.22,828940.49,140409.08,2.74,Municipal,4.7,22/11/2024
23c7f2e6,Hospital Vida 792,AC,Rio Branco,Posto de Saúde,326,71.0,44,9,55,1236,15.75,532330.72,327159.67,14.63,Municipal,4.9,06/08/2024
dda9ecb5,Hospital Esperança 598,AC,São Paulo,Unidade Mista,137,73.2,34,98,53,3949,99.1,653172.42,197149.75,13.89,Municipal,4.3,24/04/2024
51b6282f,Hospital Esperança 766,AC,Porto Alegre,Hospital Especializado,134,53.0,127,20,131,2641,80.76,980548.06,600590.02,9.49,Municipal,4.4,10/07/2024
db9634ef,Hospital Bem Estar 490,AC,Brasília,Hospital Geral,254,64.2,99,83,115,4465,145.66,120625.41,598282.36,0.85,Federal,1.5,03/08/2024
fd8934ca,Hospital Esperança 966,AC,Manaus,UPA,52,49.6,75,80,42,2995,19.33,182337.48,728979.33,12.84,Federal,4.7,17/01/2025
64290329,Hospital Bem Estar 346,AC,Brasília,Posto de Saúde,421,63.7,29,73,50,249,29.54,984655.7,352970.11,14.17,Federal,4.7,21/04/2024
a819080b,Hospital Saúde 123,AC,São Paulo,Unidade Mista,56,57.4,63,63,27,9270,129.91,251974.2,89095.39,7.11,Federal,1.4,31/08/2024
b90657ad,Hospital Esperança 837,AC,Vitória,Hospital Especializado,76,25.1,128,15,38,6021,45.83,335820.43,683336.31,0.7,Federal,4.4,05/04/2025
